match_id,competition,season,matchday,utc_date,home_team,away_team,model_version,created_at,p_home,p_draw,p_away,pick_1x2,p_over25,pick_ou,pred_home_goals,pred_away_goals,status,home_goals,away_goals,actual_1x2,correct_1x2,actual_ou,correct_ou,correct_score,brier_1x2,logloss_1x2,rps_1x2
564642,PD,2026,2,2026-08-23T19:30:00Z,Elche CF,FC Barcelona,dc-v1,2026-08-16T14:24:23.628864+00:00,0.17922182217187888,0.19438844704454397,0.6263897307835768,A,0.6344610644561253,O,1,2,TIMED,,,,,,,,,,
564642,PD,2026,2,2026-08-23T19:30:00Z,Elche CF,FC Barcelona,elo-v1,2026-08-16T14:24:23.643273+00:00,0.2496080816949356,0.1606474159005468,0.5897445024045177,A,0.5026178010471204,O,1,1,TIMED,,,,,,,,,,
558630,SA,2026,1,2026-08-24T16:30:00Z,Bologna FC 1909,SS Lazio,dc-v1,2026-08-16T14:24:24.733591+00:00,0.40311418920137443,0.27781121416692,0.31907459663170556,H,0.39529098407499996,U,1,0,TIMED,,,,,,,,,,
558630,SA,2026,1,2026-08-24T16:30:00Z,Bologna FC 1909,SS Lazio,elo-v1,2026-08-16T14:24:24.745714+00:00,0.479410014528576,0.2151916850174153,0.3053983004540087,H,0.45789473684210524,U,1,0,TIMED,,,,,,,,,,
564639,PD,2026,2,2026-08-24T17:30:00Z,CA Osasuna,Levante UD,dc-v1,2026-08-16T14:24:23.628864+00:00,0.49738190866605103,0.2463889104696355,0.2562291808643134,H,0.49373157389781525,U,1,1,TIMED,,,,,,,,,,
564639,PD,2026,2,2026-08-24T17:30:00Z,CA Osasuna,Levante UD,elo-v1,2026-08-16T14:24:23.643273+00:00,0.4428711595137611,0.21815992490619043,0.33896891558004855,H,0.5026178010471204,O,1,1,TIMED,,,,,,,,,,
558638,SA,2026,1,2026-08-24T18:45:00Z,AS Roma,ACF Fiorentina,dc-v1,2026-08-16T14:24:24.733591+00:00,0.6197756723192049,0.22229252231048305,0.15793180537031198,H,0.46465567233556604,U,1,0,TIMED,,,,,,,,,,
558638,SA,2026,1,2026-08-24T18:45:00Z,AS Roma,ACF Fiorentina,elo-v1,2026-08-16T14:24:24.745714+00:00,0.6347581300725246,0.15097680635833013,0.2142650635691453,H,0.45789473684210524,U,1,0,TIMED,,,,,,,,,,
560551,PL,2026,1,2026-08-24T19:00:00Z,Fulham FC,Chelsea FC,dc-v1,2026-08-16T14:24:24.071941+00:00,0.3948730736402219,0.3072496506959874,0.2978772756637907,H,0.46700017285545886,U,1,1,TIMED,,,,,,,,,,
560551,PL,2026,1,2026-08-24T19:00:00Z,Fulham FC,Chelsea FC,elo-v1,2026-08-16T14:24:24.084276+00:00,0.49799356115993776,0.2157383042949028,0.2862681345451594,H,0.55,O,1,1,TIMED,,,,,,,,,,
564640,PD,2026,2,2026-08-24T19:30:00Z,Málaga CF,RC Deportivo La Coruña,dc-v1,2026-08-16T16:10:10.516478+00:00,0.47409793250690474,0.2614307795164294,0.2644712879766659,H,0.4404045094970057,U,1,0,TIMED,,,,,,,,,,
564640,PD,2026,2,2026-08-24T19:30:00Z,Málaga CF,RC Deportivo La Coruña,elo-v1,2026-08-16T14:24:23.643273+00:00,0.4932498940511979,0.19843267306626777,0.3083174328825343,H,0.5026178010471204,O,1,1,TIMED,,,,,,,,,,
564637,PD,2026,1,2026-08-25T19:00:00Z,Valencia CF,Real Betis Balompié,dc-v1,2026-08-16T14:24:23.628864+00:00,0.41051477968596223,0.24950748972947562,0.33997773058456204,H,0.5221938364327711,O,1,1,TIMED,,,,,,,,,,
